Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LTC,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,Status
1247,Purchase,Residential,4,74.88%,0.00%,74.88%,8.75%,1152.08,2.50%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Moderate Experience,A,11,1
1248,Refinance,Land,0,50.00%,15.80%,26.23%,13.00%,14895.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,7
1249,Refinance(CEMA),Mixed Use,9,62.31%,58.19%,132.63%,11.00%,32083.33,1.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Moderate Experience,A,11,1
1250,Purchase,Residential,1,76.57%,58.49%,79.27%,9.00%,2610,1.75%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Moderate Experience,A-,13,1
1251,Refinance(CEMA),Land,0,53.05%,47.32%,60.62%,12.00%,42000,2.00%,2.00%,Suburban,Low,Ground Up,Yes,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1252,Purchase,Residential,1,84.89%,67.23%,76.76%,9.00%,3000,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Experienced,B+,15,10
1253,Purchase,Residential,1,80.00%,67.10%,75.86%,9.00%,3900,1.25%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,11,1
1254,Refinance,Land,0,50.00%,16.11%,26.21%,13.00%,7854.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,7
1255,Purchase,Residential,2,85.40%,71.11%,85.05%,9.00%,3840,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,12,5
1256,Purchase,Residential,2,72.98%,57.05%,80.00%,9.50%,2755,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,2
1257,Purchase,Residential,1,79.05%,77.27%,85.00%,9.00%,1912.5,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1258,Refinance,Residential,1,57.72%,0.00%,864.29%,9.50%,19158.33,1.00%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,$10-40 Million,Very Experienced,A,11,10
1259,Purchase,Residential,1,57.80%,47.12%,107.23%,7.50%,17156.25,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
1260,Purchase,Residential,3,71.11%,56.52%,70.57%,9.50%,13870,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,13,3
1261,Purchase,Commercial,11,52.50%,58.00%,72.50%,10.75%,15587.5,2.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A,11,1
1262,Purchase,Mixed Use,8,75.00%,67.18%,81.03%,9.00%,19575,1.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
1263,Refinance,Multi-Family,8,64.78%,23.19%,33.97%,9.50%,6333.33,1.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Very Experienced,A,8,1
1264,Refinance,Portfolio,0,69.90%,0.00%,39.58%,9.50%,1654.58,2.50%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,$10-40 Million,Very Experienced,A-,13,1
1265,Purchase,Residential,1,71.81%,58.50%,66.58%,8.50%,20718.75,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,15,1
1266,Purchase,Residential,2,31.37%,34.36%,80.00%,9.00%,2100,1.00%,0.50%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,A-,13,1
1267,Refinance,Mixed Use,2,70.00%,55.26%,56.76%,9.00%,3937.5,1.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$10-40 Million,Very Experienced,A,10,1
1268,Purchase,Residential,1,78.93%,65.40%,71.93%,9.50%,2588.75,2.00%,0.00%,Suburban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,11,1
1269,Purchase,Multi-Family,10,73.48%,67.30%,75.91%,10.00%,2075,2.25%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Experienced,B,16,2
1270,Purchase,Residential,1,72.00%,53.98%,79.86%,9.00%,1680,2.50%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Experienced,B+,15,1
1271,Refinance,Residential,2,68.85%,0.00%,210.00%,7.50%,6562.5,0.50%,0.00%,Suburban,Hign,Stabilized,No,760-850,Excellent,$41-100 Million,Very Experienced,A+,5,5
1272,Refinance(CEMA),Residential,1,75.00%,63.14%,77.71%,10.50%,3867.5,0.50%,0.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
1273,Refinance,Residential,2,80.00%,69.25%,87.88%,13.00%,2513.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1274,Purchase,Portfolio,0,20.76%,14.52%,49.55%,13.00%,3585.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
1275,Purchase,Residential,2,79.64%,53.54%,74.36%,9.25%,4023.75,1.00%,0.25%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,7
1276,Purchase,Residential,3,80.00%,68.39%,68.56%,8.50%,3754.17,1.00%,0.25%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A,11,1
1277,Purchase,Residential,1,83.87%,68.52%,80.03%,9.00%,8685,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,15,2
1278,Purchase,Multi-Family,8,74.96%,71.95%,74.40%,8.50%,20895.83,0.50%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Very Experienced,A-,12,1
1279,Refinance,Land,0,50.00%,45.64%,84.76%,7.50%,1112.5,3.00%,0.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,9
1280,Refinance,Land,0,50.00%,45.64%,84.76%,13.00%,1928.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1281,Refinance,Land,0,50.00%,45.64%,84.76%,13.00%,1928.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1282,Refinance,Land,0,50.00%,45.64%,84.76%,13.00%,1928.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1283,Refinance,Mixed Use,4,61.90%,0.00%,50.00%,10.00%,5416.67,1.50%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,Experienced,A,9,2
1284,Purchase,Residential,1,72.17%,67.94%,83.66%,9.50%,2398.75,1.75%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,14,1
1285,Refinance,Residential,2,80.00%,69.25%,87.88%,13.00%,2513.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1286,Refinance,Land,0,50.40%,64.50%,100.00%,13.00%,2795,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
1287,Refinance,Land,0,50.40%,64.50%,100.00%,13.00%,2795,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1288,Refinance,Land,0,50.40%,64.50%,100.00%,13.00%,2795,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,7
1289,Refinance(CEMA),Residential,2,71.09%,0.00%,99.09%,9.00%,4905,0.00%,2.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Experienced,B+,15,1
1290,Purchase,Residential,1,85.00%,71.11%,83.12%,9.25%,2466.67,1.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A-,12,1
1291,Purchase,Residential,1,83.12%,70.55%,78.16%,9.00%,2910,1.25%,0.25%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
1292,Refinance,Residential,3,65.14%,0.00%,240.00%,13.00%,2470,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1293,Refinance,Residential,2,50.43%,47.17%,87.08%,13.00%,1532.92,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
1294,Refinance,Land,0,50.00%,45.64%,84.76%,7.50%,1112.5,3.00%,0.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,5
1295,Refinance,Land,0,50.00%,45.64%,84.76%,7.50%,1112.5,3.00%,0.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,5
1296,Refinance,Land,0,50.00%,45.64%,84.76%,13.00%,1928.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1297,Refinance,Land,0,50.06%,16.20%,28.36%,13.00%,4528.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1298,Purchase,Multi-Family,9,80.00%,65.86%,81.23%,10.25%,19773.96,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,10
1299,Refinance,Land,0,50.40%,54.75%,84.88%,7.50%,1368.75,3.00%,0.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,5
1300,Purchase,Mixed Use,6,73.51%,69.33%,77.87%,9.25%,6012.5,1.00%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B,16,5
1301,Purchase,Multi-Family,5,78.13%,68.47%,72.21%,9.25%,5673.33,1.00%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B,16,5
1302,Purchase,Residential,1,80.00%,70.00%,81.16%,8.50%,1983.33,1.75%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,15,1
1303,Refinance,Multi-Family,8,58.02%,64.49%,133.93%,9.50%,29687.5,2.00%,2.00%,Urban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Very Experienced,A,8,5
1304,Purchase,Residential,1,84.92%,65.64%,79.25%,9.25%,2782.71,1.25%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A-,12,1
1305,Refinance,Commercial,1,46.00%,57.58%,133.63%,11.00%,17416.67,3.00%,0.50%,Urban,Low,Value-Add,Yes,620-649,Very Poor,$10-40 Million,Very Experienced,A,10,10
1306,Refinance,Residential,1,69.93%,0.00%,246.92%,9.25%,2474.38,2.00%,0.00%,Suburban,Hign,Stabilized,Yes,680-699,High Acceptable,< $10 Million,Experienced,A-,12,1
1307,Purchase,Residential,1,55.61%,0.00%,80.00%,10.99%,2088.1,4.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,New to Market/Phase,B,16,1
1308,Purchase,Residential,2,80.00%,65.59%,69.66%,9.75%,4290,2.25%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,15,1
1309,Purchase,Multi-Family,28,75.00%,66.27%,72.44%,11.25%,7921.88,2.00%,0.00%,Urban,Moderate,Value-Add,Yes,620-649,Very Poor,< $10 Million,Experienced,B+,15,10
1310,Refinance,Multi-Family,8,70.00%,0.00%,164.71%,8.75%,3062.5,4.00%,0.00%,Suburban,Moderate,Value-Add,No,760-850,Excellent,$10-40 Million,Very Experienced,A,9,1
1311,Purchase,Residential,2,80.00%,47.50%,80.00%,13.00%,1646.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1312,Purchase,Residential,1,80.00%,64.42%,74.36%,9.50%,16830.83,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,15,3
1313,Purchase,Multi-Family,8,80.00%,63.88%,80.14%,9.25%,16989.17,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,7
1314,Purchase,Mixed Use,23,75.06%,56.29%,80.36%,9.50%,6238.33,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,10
1315,Purchase,Residential,1,79.88%,61.36%,85.03%,9.00%,5752.5,1.25%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
1316,Purchase,Residential,1,85.00%,69.00%,76.99%,8.75%,2012.5,2.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B,16,1
1317,Purchase,Residential,1,81.46%,65.39%,84.97%,8.75%,3623.96,2.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B,16,1
1318,Refinance,Portfolio,0,70.00%,0.00%,100.00%,7.50%,10150,3.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1319,Purchase,Mixed Use,2,68.98%,58.80%,75.37%,10.00%,4900,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,8,5
1320,Purchase,Residential,2,24.00%,43.84%,80.00%,13.00%,1733.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1321,Purchase,Residential,2,32.00%,46.03%,80.00%,13.00%,1820,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1322,Purchase,Mixed Use,42,37.24%,39.62%,65.31%,13.00%,45066.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1323,Purchase,Land,0,51.60%,11.73%,13.77%,11.50%,9890,1.00%,0.00%,Urban,Low,Ground Up,Yes,700-759,Good,< $10 Million,Experienced,A-,12,1
1324,Purchase,Mixed Use,42,17.60%,23.71%,39.09%,18.00%,37350,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
1325,Refinance,Portfolio,0,70.00%,0.00%,100.00%,7.50%,9537.5,3.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1326,Refinance,Portfolio,0,69.98%,0.00%,100.00%,7.50%,10475,3.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1327,Purchase,Residential,1,79.75%,66.82%,79.89%,9.50%,1132.08,2.00%,0.00%,Suburban,Low,Value-Add,No,620-649,Very Poor,< $10 Million,New to Market/Phase,C-,20,10
1328,Refinance,Residential,3,75.03%,67.15%,52.20%,9.50%,16213.33,1.75%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
1329,Purchase,Residential,1,82.78%,71.28%,84.23%,9.00%,3127.5,1.00%,0.00%,Suburban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Experienced,A-,13,5
1330,Purchase,Residential,1,68.00%,68.85%,74.58%,8.75%,1305.21,2.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B+,14,7
1331,Purchase,Residential,2,80.00%,45.16%,84.85%,13.00%,1516.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1332,Purchase,Multi-Family,37,23.66%,21.49%,29.06%,18.00%,33195,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,8,4
1333,Purchase,Multi-Family,37,51.61%,46.48%,60.63%,13.00%,51859.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,4
1334,Refinance,Commercial,2,66.50%,0.00%,147.78%,12.00%,13300,1.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,10,3
1335,Purchase,Residential,2,85.07%,63.38%,83.74%,8.50%,2918.33,1.00%,0.00%,Urban,Low,Value-Add,Yes,620-649,Very Poor,$10-40 Million,Very Experienced,B+,14,1
1336,Purchase,Residential,4,73.42%,71.92%,79.19%,9.00%,7875,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A-,13,2
1337,Purchase,Residential,1,82.29%,71.45%,78.87%,9.00%,1567.5,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,15,1
1338,Purchase,Residential,2,83.33%,72.00%,74.88%,9.00%,7155,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,10,7
1339,Refinance,Multi-Family,8,69.69%,69.69%,106.95%,7.50%,6250,0.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$10-40 Million,Experienced,A,9,1
1340,Refinance,Multi-Family,6,70.04%,0.00%,100.00%,7.50%,5362.5,3.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1341,Refinance,Portfolio,0,70.04%,0.00%,100.00%,13.00%,9067.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
1342,Purchase,Residential,4,73.14%,63.69%,80.00%,9.00%,14880,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,5
1343,Purchase,Residential,1,68.67%,0.00%,80.00%,9.00%,3090,2.00%,0.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Experienced,B+,14,1
1344,Purchase,Residential,1,80.00%,58.23%,80.42%,9.25%,19748.75,1.00%,0.00%,Suburban,Low,Value-Add,Yes,620-649,Very Poor,$10-40 Million,Experienced,B-,17,1
1345,Purchase,Mixed Use,2,67.83%,0.00%,70.11%,9.50%,2470,2.50%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,New to Market/Phase,A,11,1
1346,Purchase,Residential,1,79.52%,66.59%,84.90%,8.75%,1990.63,2.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B,16,7
1347,Purchase,Land,0,42.55%,53.03%,69.95%,12.00%,1750,2.85%,2.00%,Suburban,Low,Ground Up,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B+,15,1
1348,Purchase,Portfolio,0,80.05%,51.70%,83.80%,13.00%,22403.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1349,Purchase,Portfolio,0,80.01%,51.82%,82.20%,7.50%,20025,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1350,Purchase,Residential,1,64.87%,66.05%,85.46%,10.00%,3550,0.10%,0.00%,Suburban,Low,Value-Add,Yes,620-649,Very Poor,< $10 Million,Very Experienced,B+,14,1
1351,Purchase,Portfolio,0,27.87%,8.57%,113.02%,13.00%,12144.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,5
1352,Purchase,Portfolio,0,31.65%,29.53%,34.55%,13.00%,10779.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,5
1353,Refinance,Multi-Family,250,10.39%,15.20%,79.83%,10.25%,16229.17,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,A-,12,3
1354,Refinance,Multi-Family,250,28.57%,24.00%,116.73%,10.25%,25625,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,A-,12,1
1355,Refinance,Multi-Family,13,56.94%,60.76%,92.12%,9.50%,19720.42,1.60%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,$10-40 Million,Experienced,A,11,1
1356,Purchase,Residential,1,75.83%,52.50%,79.77%,8.75%,1531.25,2.75%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,12,10
1357,Refinance,Residential,2,70.08%,0.00%,876.00%,9.50%,3467.5,1.25%,0.50%,Urban,Hign,Stabilized,No,620-649,Very Poor,< $10 Million,Experienced,A-,13,1
1358,Refinance,Residential,1,65.02%,69.20%,153.06%,10.50%,7568.75,1.50%,1.25%,Suburban,Low,Value-Add,No,700-759,Good,$10-40 Million,Experienced,A-,12,2
1359,Purchase,Portfolio,0,75.00%,0.00%,75.00%,9.00%,7312.5,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
1360,Purchase,Residential,1,60.00%,51.43%,71.69%,9.75%,5850,2.00%,0.25%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,New to Market/Phase,B+,14,1
1361,Purchase,Residential,2,80.00%,50.29%,80.00%,13.00%,1906.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1362,Refinance(CEMA),Residential,4,74.99%,53.81%,81.21%,9.50%,23005.83,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
1363,Purchase,Residential,1,74.29%,57.14%,80.00%,8.50%,2125,0.50%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,15,1
1364,Purchase,Residential,2,82.96%,53.14%,84.55%,13.00%,2015,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
1365,Purchase,Mixed Use,6,64.00%,58.28%,78.79%,10.00%,4333.33,2.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Moderate Experience,A,10,1
1366,Refinance,Residential,1,1.67%,38.38%,53.09%,10.50%,5792.5,1.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Moderate Experience,B+,15,1
1367,Refinance,Residential,1,75.00%,58.67%,70.60%,9.50%,696.67,5.68%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Very Experienced,A-,12,1
1368,Purchase,Residential,1,72.80%,70.40%,85.23%,8.75%,1283.33,2.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B+,15,1
1369,Purchase,Residential,2,80.00%,30.30%,55.56%,9.00%,1500,2.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,13,1
1370,Refinance,Multi-Family,24,69.99%,0.00%,106.64%,10.25%,20038.75,2.00%,0.00%,Suburban,Hign,Stabilized,No,760-850,Excellent,< $10 Million,Experienced,A,10,8
1371,Refinance(CEMA),Multi-Family,16,67.54%,68.00%,81.58%,10.75%,36791.88,1.25%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,$10-40 Million,Experienced,A-,13,1
1372,Refinance,Portfolio,0,80.00%,62.19%,96.14%,13.00%,2155.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,7,1
1373,Refinance,Residential,3,75.00%,66.00%,90.59%,13.00%,2502.5,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
1374,Purchase,Residential,1,83.33%,63.64%,84.54%,9.00%,2625,1.25%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
1375,Refinance,Portfolio,0,25.58%,0.00%,166.67%,13.00%,11916.67,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,1,7
1376,Refinance,Mixed Use,3,74.67%,63.59%,132.34%,13.00%,2686.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
1377,Purchase,Residential,1,85.00%,68.40%,65.77%,8.75%,1246.88,2.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,B+,15,1
1378,Purchase,Residential,1,83.26%,63.86%,85.15%,9.00%,2107.5,1.25%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
1379,Refinance,Land,0,26.99%,7.93%,13.00%,13.00%,54784.17,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,7
1380,Purchase,Portfolio,0,75.00%,64.91%,78.51%,10.00%,23125,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1381,Refinance,Portfolio,0,70.00%,0.00%,100.00%,13.00%,15470,3.00%,2.00%,Urban,Moderate,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
1382,Purchase,Mixed Use,6,63.61%,0.00%,80.00%,9.00%,9900,1.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,12,1
1383,Purchase,Residential,1,71.61%,65.88%,77.69%,8.75%,8742.71,1.00%,0.00%,Suburban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Experienced,A-,12,1
1384,Purchase,Land,0,9.60%,37.75%,75.12%,13.00%,1635.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,7
1385,Purchase,Residential,4,71.43%,0.00%,75.26%,8.75%,911.46,2.50%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Moderate Experience,A,11,1
1386,Purchase,Multi-Family,6,80.00%,56.28%,74.14%,9.00%,15300,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,12,1
1387,Purchase,Residential,1,62.38%,58.78%,85.04%,8.75%,1575,3.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B+,14,7
1388,Purchase,Residential,1,70.00%,66.67%,84.82%,8.75%,1385.42,2.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,B+,14,1
1389,Purchase,Residential,1,80.78%,64.67%,84.99%,8.75%,4243.75,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,14,1
1390,Refinance(CEMA),Residential,2,54.88%,0.00%,104.65%,9.00%,3375,1.50%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,A-,13,1
1391,Purchase,Residential,3,80.00%,68.57%,82.50%,9.25%,2035,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,13,1
