Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LT2,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,target
1412,1,0,3,84.91,70.88,77.88,8.50,4016.25,1.00,0.00,0,0,0,1,5,4,1,4,8,11,1
1413,0,1,4,53.42,46.43,235.51,9.25,7515.63,2.00,0.00,0,2,1,1,5,4,0,2,8,8,1
1414,1,4,0,75.76,65.96,80.04,10.00,7283.33,2.00,0.00,1,0,2,1,5,4,1,2,6,14,1
1415,1,5,0,9.35,19.63,28.45,18.00,41880,3.00,0.00,0,0,0,1,5,4,4,4,9,8,7
1416,0,2,8,74.98,59.83,102.49,9.50,22261.67,1.00,0.00,0,0,0,1,5,4,0,2,8-,13,7
1417,0,5,0,21.80,0.00,47.83,13.00,11916.67,3.00,2.00,0,2,1,1,5,4,4,4,9,2,5
1418,0,0,1,70.25,0.00,77.98,9.75,690.63,2.50,0.00,0,2,1,0,4,23,0,1,8-,13,10
1419,1,2,8,74.07,55.20,80.00,9.50,21303.75,2.00,0.00,0,0,0,1,5,4,1,2,8-,12,3
1420,1,0,1,75.33,69.47,84.98,8.75,1443.75,2.00,0.00,1,0,0,1,4,23,1,2,6,14,7
1421,1,0,1,74.44,69.15,79.19,8.75,1487.5,2.00,0.00,0,0,0,1,4,23,1,2,8-,13,7
1422,0,4,0,64.55,62.75,84.80,13.00,2719.17,3.00,2.00,0,0,2,1,5,4,4,4,9,7,1
1423,0,2,12,75.00,66.67,82.76,13.00,13000,3.00,2.00,0,0,0,1,5,4,4,4,9,7,7
1424,1,0,1,80.00,71.27,83.48,9.00,1470,2.00,0.50,1,0,0,1,5,4,1,2,6,14,1
1425,1,0,1,67.37,37.65,59.08,9.50,1520,1.50,0.00,1,0,0,0,2,1,0,3,5-,17,1
1426,1,4,0,24.00,45.00,80.00,13.00,1950,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
1427,0,0,1,61.83,0.00,313.13,9.25,2389.58,2.00,0.00,1,0,0,1,5,4,0,2,8-,13,1
1428,0,0,1,66.44,0.00,313.13,9.25,2389.58,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1429,0,0,1,66.44,0.00,442.86,9.25,2389.58,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1430,1,0,1,80.00,68.75,80.00,9.00,3300,1.00,0.00,1,0,0,1,6,6,0,2,6,14,1
1431,1,3,3,55.96,10.27,70.13,11.00,2410.83,2.50,0.00,0,0,0,0,5,4,0,1,8-,13,3
1432,0,2,10,48.40,47.85,68.57,10.00,21075,1.00,0.00,0,0,0,1,6,6,1,2,8,8,1
1433,1,0,1,84.68,69.07,77.54,8.75,1888.54,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1434,0,0,1,80.35,56.90,77.45,9.00,8962.5,0.50,0.00,1,0,0,1,6,6,0,3,6,15,1
1435,0,2,24,49.12,13.66,23.34,13.00,7583.33,3.00,2.00,0,0,0,1,5,4,4,4,9,4,7
1436,1,0,1,80.43,63.27,84.58,9.00,4650,1.75,0.00,1,0,0,0,5,4,0,3,5,16,1
1437,1,0,1,80.00,69.82,80.00,8.50,1360,2.00,0.00,1,0,0,1,5,4,1,2,6,14,1
1438,1,3,1,64.76,0.00,70.00,9.00,17850,0.10,0.00,1,0,0,1,5,4,0,3,6,14,3
1439,1,0,1,74.00,63.65,85.02,8.75,2668.75,2.00,0.00,1,0,0,1,4,23,1,2,6,14,1
1440,0,2,13,74.98,57.95,104.38,9.50,25689.58,1.00,0.75,0,0,0,1,3,03,1,2,6,14,7
1441,0,0,2,65.02,61.71,88.44,9.50,21375,1.00,0.00,0,0,0,1,5,4,0,2,8-,12,7
1442,1,0,1,84.16,70.27,64.74,8.75,947.92,2.00,0.00,1,0,0,1,4,23,1,2,6,15,7
1443,0,2,8,70.00,67.09,68.83,10.00,4416.67,3.00,0.00,0,0,0,0,6,6,0,2,8-,12,1
1444,1,4,0,63.33,61.66,76.79,11.00,5793.33,2.00,0.00,0,0,2,1,5,4,0,2,8-,13,5
1445,0,2,6,75.00,64.71,97.19,9.00,19050,1.00,0.00,0,0,0,1,6,6,2,4,8,8,4
1446,1,0,2,71.92,58.71,85.03,8.50,8733.75,1.00,0.00,0,0,0,1,6,6,1,2,8,11,1
1447,1,0,1,80.00,70.55,79.18,8.50,1374.17,2.00,0.00,1,0,0,1,5,4,1,2,6,14,1
1448,1,0,1,80.00,62.43,80.04,9.50,2842.08,1.50,0.00,1,0,0,1,5,4,0,3,5,16,1
1449,0,0,2,70.00,0.00,93.16,13.00,2654.17,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1450,1,0,1,59.50,53.59,79.77,8.75,1523.96,0.10,0.00,1,0,0,1,5,4,0,3,6,14,3
1451,1,0,1,59.26,57.32,85.04,8.75,3813.54,2.00,0.00,0,0,0,1,5,4,0,2,8,11,1
1452,0,1,4,69.88,59.18,110.37,9.50,4591.67,2.00,0.00,0,0,0,0,6,6,0,2,8-,12,1
1453,0,0,2,74.74,70.08,80.38,9.50,3301.25,2.00,0.00,0,0,0,0,4,23,0,2,6,14,5
1454,0,2,16,12.24,8.96,19.16,6.50,2437.5,2.00,2.00,0,0,0,1,6,6,1,2,8-,13,1
1455,0,5,0,75.02,0.00,100.00,7.50,10081.25,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1456,0,5,0,75.01,0.00,100.00,13.00,14668.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1457,0,5,0,75.04,0.00,100.00,13.00,14755,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1458,0,5,0,75.01,0.00,100.00,13.00,14668.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1459,0,5,0,75.03,75.03,100.00,13.00,13086.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1460,0,5,0,74.97,0.00,100.00,7.50,8575,3.00,0.00,0,2,1,1,5,4,4,4,9,4,5
1461,0,5,0,75.10,0.00,100.00,7.50,8612.5,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1462,0,3,3,64.94,64.11,80.55,11.00,17453.33,3.00,1.00,0,0,0,1,5,4,1,4,8,9,4
1463,1,0,1,80.00,52.28,82.37,9.00,12547.5,1.25,0.00,1,0,0,1,2,1,1,2,5-,17,1
1464,0,0,1,70.89,64.29,108.40,8.75,13125,1.00,0.00,1,2,1,1,5,4,0,2,8,11,1
1465,1,0,2,75.00,56.04,77.30,9.25,19656.25,1.00,0.00,0,0,0,1,6,6,0,3,8-,13,2
1466,0,4,0,40.00,64.99,18.07,11.75,17341.04,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1467,1,5,0,68.80,62.24,85.27,10.00,3008.33,2.00,0.00,0,0,0,1,6,6,0,4,8,9,7
1468,0,4,0,40.00,65.00,13.98,11.75,12729.17,1.79,0.00,0,0,0,1,5,4,2,4,9,6,10
1469,0,4,0,40.00,65.00,13.98,11.75,12729.17,1.79,0.00,0,0,0,1,5,4,2,4,9,6,10
1470,0,4,0,40.00,65.00,15.71,11.75,14638.54,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1471,1,0,1,80.00,70.18,78.78,9.00,1447.5,2.00,0.00,1,0,0,1,5,4,1,2,6,14,1
1472,1,2,15,74.19,65.00,73.77,9.50,6689.58,1.00,0.00,1,0,0,0,5,4,0,4,8-,12,1
1473,1,3,1,68.50,62.30,74.61,10.95,5684.88,1.80,1.20,0,0,0,1,4,23,0,2,8-,13,1
1474,1,2,24,68.66,66.97,67.06,11.00,7489.17,2.00,0.00,0,2,1,0,5,4,0,3,8,10,1
1475,1,0,1,76.00,70.00,73.68,8.75,1735.42,2.00,0.00,1,0,0,1,4,23,1,2,6,14,1
1476,0,0,3,74.19,62.86,99.44,9.50,696.67,3.00,0.75,0,0,0,0,5,4,0,2,8-,13,2
1477,0,0,1,62.28,67.77,267.89,9.25,22724.17,2.00,0.00,1,0,0,0,4,23,0,3,6,15,1
1478,0,2,8,70.02,64.51,127.15,9.00,29272.5,1.00,0.50,0,0,0,1,5,4,2,4,8,9,7
1479,1,0,1,73.71,60.71,84.90,8.75,2501.04,2.00,0.00,1,0,0,1,4,23,1,2,6,14,7
1480,0,5,0,69.95,0.00,172.77,13.00,7767.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1481,1,4,0,16.80,42.25,78.60,13.00,1830.83,3.00,2.00,1,0,2,1,5,4,4,4,9,6,1
1482,1,0,2,80.00,64.42,74.35,9.50,24478.33,1.50,0.00,0,0,0,1,6,6,0,2,8-,13,2
1483,1,0,2,80.00,69.57,64.67,9.00,3000,1.00,0.00,1,0,0,1,5,4,0,1,5-,17,1
1484,1,0,2,74.40,62.00,64.86,9.00,2790,0.50,0.00,1,0,0,1,5,4,0,1,5,16,1
1485,1,0,1,83.90,70.61,105.73,8.75,1480.21,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1486,1,0,1,51.61,69.82,82.76,8.75,1400,2.00,0.00,1,0,0,1,4,23,1,2,8-,12,7
1487,0,4,0,50.00,11.04,100.00,13.00,22750,3.00,2.00,0,0,2,1,5,4,4,4,9,6,4
1488,1,0,1,80.83,71.62,84.49,8.75,2741.67,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1489,0,1,4,80.00,62.78,188.33,12.00,1130,3.00,2.00,0,2,1,0,3,03,0,3,6,14,10
1490,1,0,1,80.48,69.29,74.62,9.00,1455,2.00,0.00,1,0,0,1,5,4,0,3,5,16,1
1491,1,5,0,63.23,63.40,80.25,10.50,3911.25,2.00,0.00,1,2,0,0,5,4,0,3,8-,12,1
1492,1,4,0,49.41,0.00,49.41,8.75,306.25,1.00,0.00,0,0,2,1,5,4,0,3,8-,12,3
1493,1,4,0,49.57,0.00,49.57,8.75,415.63,1.00,0.00,0,0,2,1,5,4,0,3,8-,13,3
1494,1,4,0,44.00,0.00,48.89,8.75,160.42,1.00,0.00,0,0,2,1,5,4,0,3,8-,12,3
1495,1,1,4,80.00,56.60,55.16,8.75,2063.54,0.10,0.00,0,2,0,1,5,4,0,3,8-,13,3
1496,1,1,3,80.00,69.50,53.57,8.75,2027.08,0.10,0.00,0,0,0,1,5,4,0,3,6,15,3
1497,1,1,3,80.00,69.50,51.77,8.75,2027.08,0.10,0.00,0,0,0,1,5,4,0,3,6,15,3
1498,1,1,4,63.75,41.93,36.34,8.75,1742.71,0.10,0.00,0,0,0,1,5,4,0,3,8-,13,3
1499,1,1,4,80.00,59.23,46.58,8.75,1684.38,0.10,0.00,0,0,0,1,5,4,0,3,6,15,3
1500,1,1,4,80.00,69.66,69.80,8.75,2260.42,0.10,0.00,0,2,0,1,5,4,0,3,8-,13,3
1501,1,1,3,80.00,69.83,48.73,8.75,1502.08,0.10,0.00,0,1,0,1,5,4,0,3,6,14,3
1502,1,1,3,81.45,70.00,48.19,8.75,1837.5,0.10,0.00,0,2,0,1,5,4,0,3,8-,13,3
1503,1,1,4,66.91,50.35,38.71,8.75,1560.42,0.10,0.00,0,2,0,1,5,4,0,3,8,11,3
1504,1,0,1,59.26,60.60,84.94,9.00,1522.5,1.00,0.00,0,0,0,0,5,4,0,2,8,11,1
1505,1,0,2,72.27,0.00,77.33,8.75,4229.17,1.00,0.50,0,0,0,0,5,4,1,4,8,10,8
1506,1,0,1,79.58,70.93,78.47,8.75,1939.58,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1507,0,1,9,70.00,67.06,57.00,10.00,1900,2.00,0.50,0,0,0,1,2,1,1,2,6,15,1
1508,0,2,6,74.91,64.90,91.45,10.00,4191.67,2.00,0.00,0,0,0,1,2,1,1,2,6,15,1
1509,0,2,6,70.00,64.87,80.92,10.00,3216.67,2.00,0.50,0,0,0,1,2,1,1,4,8-,13,1
1510,0,0,1,70.30,70.30,70.30,10.00,966.67,2.00,0.00,0,2,1,1,2,1,1,2,8-,12,10
1511,1,0,1,77.36,60.24,92.75,9.25,1973.33,3.50,0.00,1,0,0,0,4,23,0,1,5-,17,1
1512,1,3,2,68.65,16.90,19.81,10.00,18591.67,1.00,0.00,0,0,0,1,6,6,1,4,8,8,1
1513,1,0,4,78.57,53.61,76.53,9.25,20041.67,1.00,0.00,0,0,0,1,6,6,0,3,8-,13,1
1514,1,0,1,77.82,61.82,83.11,9.00,5610,1.25,0.50,1,0,0,0,5,4,0,3,6,15,1
1515,0,5,0,75.21,0.00,100.00,13.00,11895,3.00,2.00,0,0,0,1,5,4,4,4,9,7,7
1516,1,0,1,77.33,60.91,80.20,9.50,15912.5,2.50,0.00,1,0,0,0,5,4,1,3,6,14,1
1517,1,0,1,78.50,75.24,79.93,9.00,1777.5,2.00,0.00,1,0,0,1,5,4,1,2,8-,13,1
1518,0,0,1,23.53,20.69,20.69,9.75,2437.5,0.10,0.00,1,0,0,1,4,23,0,3,5-,17,1
1519,1,0,1,77.58,56.77,80.00,9.00,1320,2.84,0.00,1,0,0,0,6,6,0,3,6,14,1
1520,1,1,6,74.43,57.89,65.68,10.00,4341.67,1.50,0.00,1,0,0,1,3,03,0,2,5,16,1
1521,0,5,0,75.18,0.00,100.00,13.00,31275.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1522,0,5,0,75.10,0.00,100.00,13.00,14928.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1523,0,5,0,75.13,0.00,100.00,13.00,15383.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1524,0,5,0,75.12,0.00,100.00,13.00,15015,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1525,0,5,0,75.07,0.00,0.00,7.50,9525,3.00,0.00,0,2,1,1,5,4,4,4,9,4,9
1526,0,5,0,69.68,0.00,124.38,8.75,2194.79,2.00,0.00,1,2,1,0,6,6,0,2,8,10,2
1527,0,4,0,47.33,13.61,100.00,13.00,2307.5,3.00,2.00,0,0,2,1,5,4,4,4,9,5,1
1528,0,2,6,70.00,47.06,63.02,9.25,12333.33,2.00,0.50,0,0,0,1,5,4,1,2,8-,12,2
1529,1,1,3,75.00,0.00,75.00,9.50,4750,1.00,0.50,0,0,0,0,4,23,0,3,6,15,1
1530,1,0,2,77.27,71.41,74.11,8.90,5243.58,1.50,0.50,0,1,0,1,4,23,0,3,6,14,1
1531,1,2,8,73.58,0.00,74.98,9.25,6097.29,1.00,0.50,1,2,1,0,5,4,0,3,8-,12,1
1532,1,2,214,70.00,38.23,41.92,13.00,54166.67,3.00,2.00,1,0,0,1,5,4,4,4,8,8,7
1533,1,0,2,80.00,70.31,72.00,8.75,3281.25,1.00,0.00,0,0,0,1,5,4,1,4,8,11,1
1534,1,4,0,52.18,55.11,68.45,11.00,31826.67,2.00,1.00,0,0,2,1,5,4,2,4,8,8,10
1535,1,0,1,77.91,69.82,82.21,9.00,1440,2.00,0.00,1,0,0,1,5,4,1,2,8-,13,1
1536,1,0,1,77.08,64.82,82.24,9.00,4132.5,3.00,0.00,0,0,0,1,5,4,0,2,8-,13,1
1537,1,1,9,46.20,45.54,74.32,9.75,5273.13,1.00,0.00,0,0,0,0,6,6,1,2,8,8,2
1538,1,5,0,69.99,0.00,66.71,11.25,6187.5,1.50,1.25,0,2,1,1,2,1,0,2,8-,13,10
1539,1,5,0,77.16,0.00,80.82,11.25,10734.38,1.50,0.00,0,2,1,1,2,1,0,2,8-,13,10
1540,1,1,3,60.00,68.42,64.74,8.75,4739.58,0.10,0.00,1,0,0,1,5,4,0,3,6,14,9
1541,0,4,0,63.64,65.07,87.91,11.25,1275,2.25,0.50,1,0,2,0,2,1,0,3,3,18,1
1542,1,0,1,70.77,69.53,77.88,8.75,1181.25,2.00,0.00,1,0,0,1,4,23,1,2,6,14,7
1543,0,0,1,53.17,65.16,85.51,10.00,16833.33,1.13,0.00,1,0,0,0,5,4,0,0Experience,5-,17,9
1544,1,3,2,46.78,0.00,75.02,10.00,16566.67,1.00,0.50,0,0,0,0,6,6,1,2,8,8,1
1545,0,0,2,75.04,68.97,75.27,9.00,9052.5,1.25,1.00,0,0,0,1,4,23,2,4,8,10,1
1546,1,0,1,74.86,69.29,76.08,8.75,1414.58,2.00,0.00,1,0,0,1,4,23,1,2,6,14,1
1547,1,2,16,68.49,56.34,77.64,10.00,41666.67,1.00,1.00,0,0,0,0,6,6,2,2,8,9,7
1548,1,0,2,80.00,65.00,77.04,9.25,4008.33,1.50,0.00,0,0,1,0,5,4,0,3,6,14,1
1549,1,0,3,49.41,50.34,80.00,8.75,2129.17,0.10,0.00,1,0,0,1,6,6,0,3,8,11,2
1550,0,0,4,77.38,61.90,60.47,10.50,5687.5,2.00,1.00,0,0,0,0,6,6,0,3,8-,13,2
1551,1,0,1,75.80,70.37,76.31,8.75,1385.42,2.00,0.00,1,0,0,1,4,23,1,2,6,14,1
1552,1,0,1,65.54,71.98,80.55,8.25,4626.88,0.50,0.00,1,0,0,1,5,4,1,2,8-,12,1
1553,0,2,10,70.03,63.20,78.29,10.00,28966.67,2.00,0.00,0,0,0,1,5,4,0,4,8,11,10
1554,1,0,2,72.94,0.00,75.15,9.00,1860,2.00,0.00,0,0,0,0,6,6,1,2,8,11,1
1555,1,0,1,72.86,68.00,85.00,9.00,2550,1.25,0.00,0,0,0,1,4,23,2,4,8,10,1
1556,1,0,1,78.57,69.68,65.45,8.75,787.5,2.00,0.00,1,0,0,1,3,03,1,2,6,15,7
1557,1,0,1,72.44,68.97,77.34,10.00,4166.67,3.00,0.00,0,0,0,0,3,03,0,1,5-,17,1
1558,0,5,0,70.00,0.00,100.00,13.00,11071.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1559,0,5,0,75.01,0.00,100.00,7.50,21237.5,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1560,0,5,0,74.99,0.00,100.00,7.50,17600,3.00,0.00,0,2,1,1,5,4,4,4,9,4,5
1561,0,5,0,75.02,0.00,100.00,7.50,6681.25,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1562,0,5,0,75.00,0.00,100.00,7.50,6562.5,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1563,0,5,0,75.02,0.00,100.00,10.00,7783.33,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1564,0,5,0,74.99,0.00,100.00,10.00,11716.67,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1565,0,4,0,70.02,58.23,88.46,11.00,42166.67,2.00,0.00,0,0,0,0,5,4,1,3,8-,13,1
1566,0,0,2,63.52,65.00,219.02,9.00,15112.5,1.00,0.00,0,0,0,1,2,1,1,2,6,14,10
1567,1,0,1,65.33,58.00,72.91,9.00,1957.5,2.00,0.00,1,0,0,0,5,4,0,2,8-,13,1
1568,1,0,1,70.43,68.48,85.31,9.00,3210,1.25,0.00,0,0,0,1,4,23,2,4,8,10,1
1569,1,0,2,69.94,64.96,46.47,10.00,6766.67,1.00,0.00,1,0,0,0,2,1,0,2,5-,17,1
1570,1,0,1,78.46,70.49,76.79,8.75,1567.71,2.00,0.00,1,0,0,1,4,23,1,2,6,14,7
1571,1,4,0,32.00,32.00,60.00,13.00,5200,3.00,2.00,0,0,2,1,5,4,4,4,8,9,1
1572,1,1,3,75.00,67.50,67.50,10.25,1153.13,2.50,0.00,0,1,0,0,5,4,0,3,8-,13,2
1573,0,5,0,69.98,0.00,131.00,9.25,10097.92,2.00,0.00,1,0,0,1,3,03,1,2,6,15,7
1574,0,2,6,57.76,58.25,88.52,9.50,39425,1.00,0.00,0,0,0,1,4,23,0,4,8-,12,7
1575,0,5,0,70.00,0.00,100.00,13.00,10995.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1576,0,0,3,57.86,0.00,385.76,7.75,8221.46,1.00,0.00,1,2,1,1,1,1,0,4,8,11,1
1577,1,1,98,65.69,15.23,17.86,12.00,105000,2.50,2.00,0,0,0,0,3,03,0,2,6,15,10
1578,0,0,1,75.00,68.85,320.38,9.25,3237.5,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1579,0,0,1,75.00,52.73,100.71,9.50,18366.67,1.25,0.50,0,0,0,1,5,4,2,4,8,9,10
1580,1,0,1,70.86,62.00,76.18,9.25,1911.67,1.50,0.00,1,0,0,0,5,4,0,2,6,14,1
1581,0,0,2,70.00,0.00,148.48,13.00,2654.17,3.00,2.00,1,2,1,1,5,4,4,4,9,5,1
1582,0,4,0,65.00,60.49,89.09,13.00,2654.17,3.00,2.00,0,0,2,1,5,4,4,4,9,7,1
1583,1,4,0,55.00,60.18,80.00,9.00,2460,0.10,0.00,0,0,2,1,6,6,0,3,8-,12,5
1584,0,4,0,63.15,17.83,30.45,13.00,10432.5,3.00,2.00,0,0,2,1,5,4,4,4,9,7,7
1585,1,0,1,79.70,70.00,75.31,8.75,2245.83,2.00,0.00,1,0,0,1,5,4,0,3,5,16,1
1586,1,0,1,40.82,25.00,47.06,9.50,3166.67,2.00,0.00,0,0,0,0,5,4,0,0Experience,8-,13,1
1587,1,0,1,61.61,60.38,85.06,8.75,2311.46,2.00,0.00,1,0,0,1,3,03,1,2,6,14,1
1588,1,5,0,70.34,67.72,83.74,8.50,23743.33,1.00,0.00,0,0,0,0,6,6,0,2,8-,12,2
1589,1,0,1,79.94,63.40,79.95,9.25,2443.54,1.25,0.00,1,0,0,0,4,23,0,3,5-,17,1
1590,0,0,2,80.00,62.61,100.00,13.00,2340,3.00,2.00,0,0,0,1,5,4,1,4,8,11,1
1591,0,4,0,70.00,57.04,85.56,13.00,2502.5,3.00,2.00,0,0,2,1,5,4,4,4,8,8,1
1592,0,4,0,70.00,57.04,88.85,13.00,2502.5,3.00,2.00,0,0,2,1,5,4,4,4,8,8,1
1593,0,0,2,80.00,68.57,94.12,13.00,2600,3.00,2.00,0,2,1,1,5,4,4,4,9,5,1
1594,1,3,1,70.00,0.00,70.00,11.75,13708.33,3.00,0.00,0,0,0,1,6,6,1,4,8,9,4
1595,1,0,1,74.16,69.82,81.51,9.00,1440,2.00,0.50,1,0,0,1,5,4,0,3,6,15,1
1596,0,3,1,66.67,22.58,28.00,11.75,6854.17,3.00,0.00,0,0,0,1,6,6,1,4,8,8,4
1597,0,3,1,68.39,62.50,71.05,11.75,6609.38,3.00,0.00,0,0,0,1,6,6,1,4,8,8,4
1598,1,4,0,47.37,31.95,54.23,13.00,54166.67,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1599,1,4,0,15.50,6.39,10.85,18.00,15000,3.00,0.00,0,0,2,1,5,4,4,4,8,8,7
1600,0,0,3,80.00,57.52,82.74,9.50,5692.08,1.00,0.00,0,0,0,1,5,4,1,3,6,14,1
1601,1,0,1,79.76,70.00,77.15,8.75,2807.29,2.00,0.00,1,0,0,1,5,4,0,3,5,16,1
1602,1,2,6,70.00,37.13,49.32,11.00,34970.83,3.00,0.00,0,0,0,0,2,1,2,4,8-,12,10
1603,1,0,1,71.20,69.30,80.54,8.99,1116.26,2.00,0.49,1,0,0,1,5,4,0,1,5,16,1
1604,0,2,24,68.00,65.14,63.65,13.00,44460,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
1605,1,2,16,65.81,52.73,76.13,8.95,8651.67,1.00,0.00,1,0,0,1,3,03,1,2,6,14,1
1606,1,2,27,74.83,61.38,76.09,8.95,14648.17,1.00,0.00,0,0,0,1,3,03,1,2,6,14,1
1607,1,0,1,70.48,69.09,84.44,9.00,1425,2.00,0.00,1,0,0,1,5,4,1,2,8-,13,1
1608,0,0,3,70.00,0.00,80.00,9.50,886.67,3.00,0.00,0,0,0,0,3,03,1,4,8-,12,2
1609,0,4,0,50.00,18.37,43.27,13.00,2437.5,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1610,1,0,1,68.00,71.07,82.92,8.75,1451.04,2.00,0.00,1,0,0,1,3,03,1,2,6,14,1
1611,0,4,0,54.99,24.84,27.84,12.00,39870,2.00,2.00,0,0,2,1,6,6,1,4,8,8,10
1612,0,4,0,50.00,16.67,26.67,13.00,13000,3.00,2.00,0,0,2,1,5,4,4,4,9,6,7
1613,1,2,6,75.00,69.15,79.08,9.75,3623.75,1.25,0.00,1,0,0,0,3,03,0,2,5,16,3
1614,0,4,0,7.94,4.09,11.84,13.00,4875,1.00,0.00,0,0,2,1,4,23,0,2,8-,12,1
1615,1,2,31,71.74,14.35,23.79,10.25,14093.75,2.00,0.00,0,0,0,0,5,4,1,4,8,10,3
1616,1,0,1,80.00,66.75,85.10,8.99,1925.36,2.00,0.00,1,0,0,1,5,4,0,1,5-,17,1
1617,1,3,1,70.00,0.00,70.00,11.75,3427.08,3.00,0.00,0,0,0,1,6,6,1,4,8,9,4
1618,1,0,1,66.11,59.58,84.95,8.50,3038.75,1.00,0.00,0,0,0,1,5,4,1,4,8,9,2
1619,0,3,1,62.64,65.14,84.88,9.50,18050,1.00,0.00,0,0,0,0,5,4,1,3,8-,12,3
1620,0,4,0,50.00,16.38,27.30,13.00,10291.67,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1621,1,0,1,80.00,68.95,77.02,9.25,2790.42,1.25,0.00,0,0,0,1,4,23,2,4,8,11,1
1622,1,3,1,70.00,0.00,70.00,11.75,8225,3.00,0.00,0,0,0,1,6,6,1,4,8,9,4
1623,1,0,2,80.00,52.09,79.68,8.25,2399.38,0.10,0.00,1,0,0,1,5,4,0,3,5,16,1
1624,1,0,1,78.80,69.30,75.23,8.75,1793.75,2.00,0.00,1,0,0,1,3,03,1,2,6,15,7
1625,1,4,0,71.45,67.92,80.00,10.00,7500,2.00,0.00,1,0,2,1,5,4,1,2,6,14,5
1626,1,0,1,80.00,68.80,84.42,8.75,2508.33,2.00,0.00,0,0,0,1,3,03,1,2,6,15,1
1627,0,0,1,50.05,24.05,34.48,13.00,5015.83,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
1628,0,1,12,55.79,64.38,85.62,9.75,60937.5,1.50,0.00,0,0,0,1,2,1,1,2,6,14,10
1629,1,1,3,72.63,65.33,74.69,10.50,857.5,3.00,0.00,1,1,0,0,6,6,0,3,8-,13,5
1630,0,0,4,50.00,17.32,29.41,13.00,11916.67,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1631,0,0,3,50.00,17.32,29.41,13.00,11916.67,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1632,1,0,1,80.43,63.82,82.67,8.50,3074.17,1.00,0.00,0,0,0,1,4,23,1,4,8-,12,1
1633,1,0,1,79.74,69.40,83.41,8.75,2530.21,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1634,1,2,6,80.00,59.07,84.11,8.75,3704.17,1.00,0.00,0,0,0,0,5,4,0,2,6,14,1
1635,1,0,1,52.26,54.82,85.16,8.75,2238.54,0.10,0.00,0,0,0,1,6,6,0,3,8,11,1
1636,1,0,1,80.00,69.28,82.70,8.75,1742.71,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1637,1,0,2,80.47,59.74,83.96,9.00,3495,1.00,0.00,0,0,0,1,5,4,2,4,8,10,1
1638,1,0,1,67.61,57.01,85.13,8.75,3201.04,2.00,0.00,1,0,0,1,3,03,1,2,6,14,1
1639,1,0,2,79.17,63.44,85.05,9.00,2902.5,1.00,0.00,0,0,0,1,4,23,2,4,8,10,1
1640,1,0,1,50.00,0.00,68.03,10.00,4166.67,3.00,2.00,0,0,0,0,6,6,0,0Experience,8-,13,1
1641,1,0,1,80.00,65.14,84.98,9.00,2565,1.00,0.00,0,0,0,1,5,4,2,4,8,10,1
1642,0,0,1,40.75,0.00,60.76,10.00,10000,1.00,0.50,1,0,0,0,3,03,0,1,6,15,2
